"Name"	"Champion"	"Kind"	"Effect Text"
"Eternal Thirst"	"Warwick"	"Champion Passive"	"(Innate): Each of Warwick's autoattacks will heal him for 6 /  12 /  18 health. Each successive attack against the same target will stack this amount of healing up to a maximum of 3 stacks per strike. The stacks remain for 4 seconds."
"Hungering Strike"	"Warwick"	""	"(Active): Strikes an enemy for the higher value between the flat magic damage and a percentage of the target's maximum health, and heals Warwick for 80% of the damage dealt. Minions and monsters will only be dealt the flat magic damage.
Range: 400


Cost: 70 / 80 / 90 / 100 / 110 mana
Cooldown: 10 / 9 / 8 / 7 / 6 seconds
Flat Magic Damage: 75 / 125 / 175 / 225 / 275 (+1.0 per ability power) 
Maximum Health Percentage: 8 / 11 / 14 / 17 / 20 %"
"Hunters Call"	"Warwick"	""	"(Active): Warwick lets out a howl that inspires all nearby allied champions, increasing Warwick's attack speed and all affected friendly champions' attack speed by half of the amount for 10 seconds.
Cost: 35 mana
Radius: 1200


Cooldown: 24 / 22 / 20 / 18 / 16 seconds
Self Attack Speed Bonus: 40 / 50 / 60 / 70 / 80 %"
"Blood Scent"	"Warwick"	""	"(Toggle): Warwick senses enemy champions under 50% life within a certain distance of him, revealing them until they heal, leave the area or Blood Scent is deactivated. While sensing an enemy, he gains extra movement speed.
Cooldown: 4 seconds


Distance: 1,500 / 2,300 / 3,100 / 3,900 / 4,700
Movement Speed Bonus: 20 / 25 / 30 / 35 / 40 %"
"Infinite Duress"	"Warwick"	""	"(Active): Warwick lunges at an enemy champion, suppressing the target for 1.8 seconds and striking for magic damage five times in 0.33-second intervals. Warwick gains 30% life steal for the duration, and is considered to have fully stacked Eternal Thirst against the target, which is removed at the end of the duration. Each of his strikes triggers on-hit effects and benefits from life steal and Eternal Thirst.
Range: 700


Cost: 100 / 125 / 150 mana
Cooldown: 90 / 80 / 70 seconds
Magic Damage Per Strike: 40 / 60 / 80 (+0.33 per attack damage)
Total Magic Damage: 200 / 300 / 400 (+1.66 per attack damage)"
"Stone Skin"	"Wukong"	"Champion Passive"	"(Innate): Wukong's armor and magic resistance are increased by 4 /  6 /  8 for each nearby enemy champion.
Range: 1400"
"Crushing Blow"	"Wukong"	""	"(Active): Wukong's next attack, within 5 seconds, will deal additional physical damage and will reduce the enemy's armor by 30% for 3 seconds.
Cost: 40 mana


Cooldown: 9 / 8 / 7 / 6 / 5 seconds
Total Physical Damage: 30 / 60 / 90 / 120 / 150 (+1.1 per attack damage)"
"Decoy"	"Wukong"	""	"(Active): Wukong becomes stealthed for 1.5 seconds and leaves an uncontrollable decoy that doesn't attack or move from the place he activated it. The decoy will deal magic damage to nearby enemies after 1.5 seconds.
AoE: 350 (estimate)


Cost: 50 / 55 / 60 / 65 / 70 mana
Cooldown: 18 / 16 / 14 / 12 / 10 seconds
Magic Damage: 70 / 115 / 160 / 205 / 250 (+0.6 per ability power)"
"Nimbus Strike"	"Wukong"	""	"(Active): Wukong dashes on a cloud toward a target enemy and sends out images to attack up to 2 additional enemies near his target, dealing physical damage to each enemy struck. He also gains an attack speed bonus for 4 seconds after hitting a target with this skill.
Cooldown: 8 seconds
Range: 625 (estimate)
Max. AoE: 325 (estimate)


Cost: 45 / 50 / 55 / 60 / 65 mana
Physical Damage: 60 / 105 / 150 / 195 / 240 (+0.8 per bonus attack damage)
Attack Speed Bonus: 30 / 35 / 40 / 45 / 50 %"
"Cyclone"	"Wukong"	""	"(Active): Wukong's staff grows outward and he spins it around for up to 4 seconds, dealing damage every second and knocking up enemies once per cast. Wukong gains 5% movement speed bonus every half second for the duration of the spell, with the bonus disappearing once he stops spinning. Wukong cannot attack or use other abilities while Cyclone is on, but he can deactivate it at any time.
Cost: 100 mana
AoE: 325 (estimate)


Cooldown: 120 / 105 / 90 seconds
Physical Damage Per Second: 20 / 110 / 200 (+1.2 per attack damage)
Total Physical Damage: 80 / 440 / 800 (+4.8 per attack damage)"
"Unholy Covenant"	"Yorick"	"Champion Passive"	"(Innate): Yorick takes 5% less damage and his autoattacks deal 5% more damage for each summon that is active."
"Omen of War"	"Yorick"	""	"(Active): Yorick enhances his next autoattack, in the next 10 seconds, to deal bonus physical damage. This enhanced attack summons a Spectral Ghoul once it hits.
The Spectral Ghoul deals more damage and moves faster than the rest of the ghouls. While the ghoul is active, Yorick moves faster as well.

Cost: 40 mana


Cooldown: 9 / 8 / 7 / 6 / 5 seconds
Bonus Physical Damage: 30 / 60 / 90 / 120 / 150 (+0.2 per attack damage) 
Ghoul Extra Attack Damage: 8 / 16 / 24 / 32 / 40
Bonus Movement Speed: 15 / 20 / 25 / 30 / 35 %"
"Omen of Pestilence"	"Yorick"	""	"(Active): Yorick summons a Decaying Ghoul at a target location, dealing magic damage and slowing  enemies on the area for 1.5 seconds. While the Decaying Ghoul remains alive enemies near it are slowed.
Cooldown: 12 seconds
Range: 600 (estimate)
AoE Radius: 200 (estimate)


Cost: 40 / 45 / 50 / 55 / 60 mana
Magic Damage: 60 / 95 / 130 / 165 / 200 (+1.0 per ability power)
Initial Slow: 20 / 25 / 30 / 35 / 40 %
Ghoul Ongoing Slow: 10 / 12.5 / 15 / 17.5 / 20 %"
"Omen of Famine"	"Yorick"	""	"(Active): Yorick deals magic damage to the target and heals for 40% of the damage dealt. A Ravenous Ghoul is summoned behind the target and it will heal Yorick for the damage it deals.
Range: 550


Cost: 55 / 60 / 65 / 70 / 75 mana
Cooldown: 10 / 9 / 8 / 7 / 6 seconds
Magic Damage: 55 / 85 / 115 / 145 / 175 (+1.0 per bonus attack damage)"
"Omen of Death"	"Yorick"	""	"(Active): Yorick conjures a revenant in the image of one of his allies that will have a percentage of their max health and attack damage. The revenant lasts for up to 10 seconds. If his ally dies while its revenant is alive, the revenant sacrifices itself to reanimate them temporarily by restoring them to full health and give them time to enact vengeance. The reanimation will last for up to 10 seconds. During this time, the ally can use all of his abilities.
Cost: 100 mana
Range: 900 (estimate)


Cooldown: 120 / 105 / 90 seconds
Health Percentage: 50% / 75% / 100%
Damage Percentage: 45% / 60% / 75%"
"Heightened Learning"	"Zilean"	"Champion Passive"	"(Innate): Increases the experience himself and all allied champions gain by 8%. This is not in effect while Zilean is dead."
"Time Bomb"	"Zilean"	""	"(Active): Zilean places a time-delayed bomb on a target, whether ally or enemy. The bomb will detonate after 4 seconds, dealing magic damage to all surrounding enemies. The bomb will detonate immediately if the holder dies or if another bomb is placed on them. Enemy holders will take 3, 2, 1 extra true damage gradually before the detonation.
Cooldown: 10 seconds
Range: 700
Explosion radius: 330 (estimated)


Cost: 70 / 85 / 100 / 115 / 130 mana
Magic Damage: 90 / 145 / 200 / 260 / 320 (+0.9 per ability power)"
"Rewind"	"Zilean"	""	"(Active): Upon activation, all of Zilean's other abilities' cooldowns are refreshed by 10 seconds. Rewind does not affect itself or summoner spells.
Cost: 50 mana


Cooldown: 18 / 15 / 12 / 9 / 6 seconds"
"Time Warp"	"Zilean"	""	"(Active): Zilean slows an enemy champion's movement speed or increases an allied champion's movement speed by 55% for a few seconds.
Cost: 100 mana
Cooldown: 20 seconds
Range: 700


Duration: 2.5 / 3.25 / 4 / 4.75 / 5.5 seconds"
"Chrono Shift"	"Zilean"	""	"(Active): Marks a target ally champion or himself with a protective time rune for 7 seconds. If the target takes lethal damage during this time, instead of dying, they will be untargettable and remain in stasis for 2 seconds, then return to life, regaining health.
Cooldown: 180 seconds
Cost: 200 mana
Range: 780 (estimated)


Health Gained: 600 / 850 / 1100 (+2.0 per ability power)"
"Mana Barrier"	"Blitzcrank"	"Champion Passive"	"(Innate): When Blitzcrank's life is brought below 20% health he activates Mana Barrier, creating a shield that lasts 10 seconds. The shield strength is equal to 50% of Blitzcrank's current mana. There is a one minute cooldown before Blitzcrank can activate this effect again."
"Rocket Grab"	"Blitzcrank"	""	"(Active): Blitzcrank fires his right hand at a straight line to the target area. If his hand encounters an enemy unit it will stun them, deal magic damage, and pull the enemy unit to him.
Cost: 140 mana
Range: 1,000


Cooldown: 20 / 19 / 18 / 17 / 16 seconds
Magic Damage: 60 / 120 / 180 / 240 / 300 (+0.8 per ability power)"
"Overdrive"	"Blitzcrank"	""	"(Active): Blitzcrank super charges himself to gain dramatically increased movement and attack speed for 8 seconds.
Cost: 75 mana
Cooldown: 15 seconds


Movement Speed: 16 / 20 / 24 / 28 / 32 %
Attack Speed: 30 / 38 / 46 / 54 / 62 %"
"Power Fist"	"Blitzcrank"	""	"(Active): Blitzcrank charges up his fist to make his next attack deal double his total attack damage and pop his target up in the air.
Cost: 25 mana


Cooldown: 9 / 8 / 7 / 6 / 5 seconds"
"Static Field"	"Blitzcrank"	""	"(Passive): Blitzcrank causes lightning bolts to deal a small amount of magic damage to one nearby enemy unit every 2.5 seconds (not affected by cooldown reduction). This will not damage enemies in stealth.
Passive Magic Damage: 100 / 200 / 300 (+0.25 per ability power)"
"Tireless Warrior"	"Xin Zhao"	"Champion Passive"	"(Innate): Xin Zhao is healed for 25 /  30 /  35 /  40 /  45 /  50 /  55 /  60 /  65 for every 3 attacks that he lands."
"Three Talon Strike"	"Xin Zhao"	""	"(Active): Xin Zhao prepares to unleash a fearsome combo, causing his next 3 standard attacks to deal bonus damage with the final attack knocking his opponent into the air.
Cost: 30 mana.
Cooldown: 10 seconds


Physical Damage: 15 / 30 / 45 / 60 / 75 (+1.0 per attack damage)"
"Battle Cry"	"Xin Zhao"	""	"(Passive): Xin Zhao passively increases his attack speed.
(Active): Xin Zhao unleashes a battle cry, increasing his attack speed by passive amount again for 5 seconds and causing his standard attacks during this time to reduce all of his other abilities' cooldowns by 1 second.

Cost: 35 mana


Cooldown: 24 / 22 / 20 / 18 / 16 seconds
Attack Speed: 20 / 25 / 30 / 35 / 40 %"
"Audacious Charge"	"Xin Zhao"	""	"(Active):  Xin Zhao charges an enemy, dealing magic damage and slowing them and all other enemies in the area for 1.5 seconds.
Cost: 70 mana
Range: 650
Radius: 225


Cooldown: 16 / 15 / 14 / 13 / 12 seconds
Magic Damage: 70 / 110 / 150 / 190 / 230 (+0.4 per ability power)
Slow: 20 / 25 / 30 / 35 / 40 %"
"Crescent Sweep"	"Xin Zhao"	""	"(Active): Xin Zhao executes a fierce spear sweep on targets around him, dealing base damage + 15% of their current health in physical damage. His armor and magic resistance are boosted for 6 seconds by 25 plus a bonus per enemy champion hit.
Cost: 100 mana
Cooldown: 75 seconds
Radius: 375


Base Damage: 125 / 225 / 325
Extra Armor &amp; Magic Resistance: 7 / 10 / 13 per champion hit"
"Rising Spell Force"	"Ezreal"	"Champion Passive"	"(Innate): Hitting a target with any of Ezreal's abilities increases his attack speed by 10% for 6 seconds, this effect stacks up to 5 times."
"Mystic Shot"	"Ezreal"	""	"(Active): Ezreal fires a bolt of energy in a line that will deal physical damage and apply on-hit effects to the first enemy it hits. If it strikes an enemy unit, all of Ezreal's cooldowns will be reduced by 1 second.
Range: 1100


Cost: 30 / 35 / 40 / 45 / 50 mana
Cooldown: 6 / 5.5 / 5 / 4.5 / 4 seconds
Physical Damage: 35 / 55 / 75 / 95 / 115 (+1.0 per attack damage) (+0.2 per ability power)"
"Essence Flux"	"Ezreal"	""	"(Active): Ezreal fires a wave of energy in a line. Any enemy champions it passes through are dealt magic damage and have their attack speed slowed for 5 seconds, while any allied champions it travels through have their attack speed increased for 5 seconds.
Cooldown: 9 seconds
Range: 900


Cost: 60 / 70 / 80 / 90 / 100 mana
Magic Damage: 80 / 130 / 180 / 230 / 280 (+0.7 per ability power)
Attack Speed Buff/Debuff: 20 / 25 / 30 / 35 / 40 %"
"Arcane Shift"	"Ezreal"	""	"(Active): Ezreal instantly teleports to a nearby target location and fires a homing arrow at the nearest enemy unit, dealing magic damage to it.
Cost: 90 mana
Teleport Range: 475
Arrow Range: 750


Cooldown: 19 / 17 / 15 / 13 / 11 seconds
Magic Damage: 75 / 125 / 175 / 225 / 275 (+0.75 per ability power)"
"Trueshot Barrage"	"Ezreal"	""	"(Active): Ezreal channels for 1 second to fire a powerful broad energy missile that will travel in a line by the whole map and will deal magic damage to each enemy unit they pass through. It will deal 8% less damage for each subsequent target hit, down to a minimum of 30% damage dealt.
Cost: 150 mana
Cooldown: 80 seconds
Range: Global


Magic Damage: 350 / 500 / 650   (+1.0 per bonus attack damage) (+0.9 per ability power)"
"Happy Hour"	"Gragas"	"Champion Passive"	"(Innate): Gragas takes a drink from his cask every time he uses an ability, restoring 2% of his maximum health over 4 seconds."
"Barrel Roll"	"Gragas"	""	"(Active): Gragas rolls his cask to a location, which can be activated again to explode or will explode on its own after 5 seconds. Enemies struck by the blast have their attack speed reduced for 3 seconds.
Range to center of AoE: 1100
Radius of AoE: 375 (estimate)


Cost: 80 / 90 / 100 / 110 / 120 mana
Cooldown: 11 / 10 / 9 / 8 / 7 seconds
Magic Damage: 85 / 135 / 185 / 235 / 285 (+0.9 per ability power)
Attack Speed Reduction: 20% / 25% / 30% / 35% / 40%"
"Drunken Rage"	"Gragas"	""	"(Active): Gragas guzzles down brew from his cask, channeling for 1 second. He gains mana while channeling, and becomes empowered after finishing, increasing attack damage, and reducing damage taken for 20 seconds.
No cost
Cooldown: 25 seconds


Mana Restored: 30 / 45 / 60 / 75 / 90
Bonus Attack Damage: 30 / 40 / 50 / 60 / 70
Damage Reduction: 10 / 12 / 14 / 16 / 18 %"
"Body Slam"	"Gragas"	""	"(Active): Gragas charges forward, colliding with the first enemy unit he hits, dealing magic damage to enemies in the area. Damage is split amongst targets hit. Units hit by Body Slam are slowed by 35% for 2.5 seconds.
Cooldown: 7 seconds
Range: 650 (estimate)
Collision radius:


Cost: 50 / 55 / 60 / 65 / 70 mana
Total Magic Damage: 80 / 120 / 160 / 200 / 240 (+0.5 per ability power) (+0.66 per attack damage)

Minimal Damage: 50 / 75 / 100 / 125 / 150
Charge Speed: 650 / 750 / 850 / 950 / 1050 units/sec"
"Explosive Cask"	"Gragas"	""	"(Active): Gragas throws his cask to a location, which explodes on impact, dealing magic damage to enemy units in the area and knocking them back.
Range to Center: 1050
Radius: 400 (estimate)
Sight Radius: 1000 (estimate)
Max. knockback distance: 800 (estimate)


Cost: 100 / 125 / 150 mana
Cooldown: 90 / 75 / 60 seconds
Magic Damage: 200 / 325 / 450 (+1.0 per ability power)"
"Voracity"	"Katarina"	"Champion Passive"	"(Innate): After a kill or an assist, Katarina gains 25 gold and her cooldowns are reduced by 15 seconds."
"Bouncing Blade"	"Katarina"	""	"(Active): Katarina throws a dagger that will bounce from enemy to enemy, dealing magic damage. Each subsequent hit deals 10% less damage. The blade won't bounce to hit the same enemy more than once on the same cast.
Range: 600


Cooldown: 9 / 8.5 / 8 / 7.5 / 7 seconds
Magic Damage: 60 / 95 / 130 / 165 / 200 (+0.8 per bonus attack damage) (+0.35 per ability power)

Maximum Enemies Hit: 2 / 3 / 4 / 5 / 6"
"Killer Instincts"	"Katarina"	""	"(Passive): Each of Katarina's autoattacks and abilities will deal extra damage per hit. This gives extra damage to each Bouncing Blade bounce and each Death Lotus dagger.
Extra Damage: 8 / 12 / 16 / 20 / 24"
"Shunpo"	"Katarina"	""	"(Active): Katarina moves to her target's location, appearing behind it. If the target is an enemy, she deals magic damage to the target.
Range: 700


Cooldown: 10 / 9 / 8 / 7 / 6 seconds
Magic Damage: 80 / 120 / 160 / 200 / 240 (+0.75 per ability power)"
"Death Lotus"	"Katarina"	""	"(Active): Katarina channels for 3 seconds, throwing 30 daggers over the duration to the 3 closest enemy champions in a nearby area around her. Each enemy champion can be hit by a maximum of 10 daggers.
Radius of AoE: 550


Cooldown: 60 / 55 / 50 seconds
Magic Damage Per Dagger: 50 / 65 / 80   (+0.5 per bonus attack damage) (+0.25 per ability power)
Maximum Magic Damage: 500 / 650 / 800   (+5 per bonus attack damage) (+2.5 per ability power)"
"Holy Fervor"	"Kayle"	"Champion Passive"	"(Innate): Kayle's autoattacks against enemy champions reduces their armor and magic resistance by 3% for 5 seconds. This debuff stacks up to 5 times."
"Reckoning"	"Kayle"	""	"(Active): Blasts a target, dealing magic damage and slowing its movement speed by 35% for 4 seconds. While the target is slowed, Kayle inflicts more damage to the target. Damage increase applies to summoner spells and items used by Kayle.
Cooldown: 8 seconds
Range: 650
Missile Speed: 1300


Cost: 70 / 75 / 80 / 85 / 90 mana
Magic Damage: 60 / 110 / 160 / 210 / 260 (+1.0 per ability power) (+1.0 per bonus attack damage)

Damage Amplification: 6 / 7 / 8 / 9 / 10 %"
"Divine Blessing"	"Kayle"	""	"(Active): Blesses a target allied champion, healing them and increasing their movement speed for 2.5 seconds.
Cooldown: 15 seconds
Range: 1200


Cost: 60 / 65 / 70 / 75 / 80 mana
Heal: 45 / 85 / 125 / 165 / 205 (+0.35 per ability power)
Movement Speed: 15 / 17 / 19 / 21 / 23 %"
"Righteous Fury"	"Kayle"	""	"(Active): Kayle harnesses her righteous fury to increase her attack range by 400 (to 525) for 10 seconds. These attacks splash, dealing additional magic damage to her target and nearby units take a percent of her attack damage plus magic damage. This splash damage does not affect turrets.
Cost: 45 mana
Cooldown: 16 seconds
Radius of Splash AoE: 300


Magic Damage: 20 / 30 / 40 / 50 / 60 (+0.2 per ability power)
Splash Damage: 20 / 25 / 30 / 35 / 40% of attack damage"
"Intervention"	"Kayle"	""	"(Active): Kayle bathes a target ally champion (or herself) in holy light, rendering them immune to all damage for a few seconds.
Range: 1200


Cost: 100 / 75 / 50 mana
Cooldown: 90 / 75 / 60 seconds
Duration: 2 / 2.5 / 3 seconds"
"Ionian Fervor"	"Irelia"	"Champion Passive"	"(Innate): Reduces the duration of stuns, slows, taunts, fears, snares, immobilizes, blinds and silences for each nearby enemy champion.
1 Champion: 10%
2 Champions: 25%
3 Champions: 40%
Radius: 1200 (sight range)"
"Bladesurge"	"Irelia"	""	"(Active): Irelia dashes forward to strike her target, dealing physical damage. This applies on-hit effects. If it kills the target, Bladesurge's cooldown refreshes and refunds 35 mana.
Range: 650


Cost: 60 / 65 / 70 / 75 / 80 mana
Cooldown: 14 / 12 / 10 / 8 / 6 seconds 
Physical Damage: 20 / 50 / 80 / 110 / 140 (+1.0 per attack damage)"
"Hiten Style: Passive"	"Irelia"	""	"(Passive): Irelia's autoattacks restore health to her.
Health Restored: 10 / 14 / 18 / 22 / 26"
"Equilibrium Strike"	"Irelia"	""	"(Active): Irelia pierces her target, dealing magic damage and slowing the target by 60% for few seconds. If the target has a higher health % than Irelia, she stuns the target for the duration instead.
Cooldown: 8 seconds
Range: 425


Cost: 50 / 55 / 60 / 65 / 70 mana
Magic Damage: 80 / 130 / 180 / 230 / 280 (+0.5 per ability power) 
Duration: 1 / 1.25 / 1.5 / 1.75 / 2 second(s)"
"Transcendent Blades"	"Irelia"	""	"(Active): Irelia summons 4 spirit blades which she can fire individually in a straight line to deal physical damage to enemies they pass through, and she heals for 25% of that damage vs champions and 10% vs minions.
Cost: 100 mana
Range: 1200


Cooldown: 60 / 50 / 40 seconds
Physical Damage Per Blade: 80 / 120 / 160   (+0.5 per ability power) (+0.6 per bonus attack damage)"
"Mirror Image"	"LeBlanc"	"Champion Passive"	"(Innate): When LeBlanc is brought below 40% health, she instantly becomes stealthed for half a second. When the stealth fades, she creates a Mirror Image of herself that can move, deals no attack damage, has 53 + (17 x level) less health, and lasts for up to 8 seconds. This can only occur once per minute, regardless of cooldown reduction. The illusion's autoattacks will proc on-hit effects (including damage).
Leash Range: 1125 (estimate)"
"Sigil of Silence"	"LeBlanc"	""	"(Active): LeBlanc projects an orb towards her target, dealing magic damage and marking the target for 3.5 seconds. If the target takes damage from one of LeBlanc's abilities, the mark will trigger, dealing magic damage and silencing the target for 2 seconds.
Cooldown: 6 seconds
Range: 700


Cost: 70 / 75 / 80 / 85 / 90 mana
Initial Magic Damage: 70 / 110 / 150 / 190 / 230 (+0.6 per ability power)
Secondary Magic Damage: 20 / 40 / 60 / 80 / 100 (+0.3 per ability power)"
"Distortion"	"LeBlanc"	""	"(Active): LeBlanc rapidly dashes to a target location, dealing magic damage to units near the location. In the following 3 seconds, she can activate Distortion again to blink back to her starting location.
Range to Center of AoE: 600
Radius of AoE: 250


Cost: 80 / 90 / 100 / 110 / 120 mana
Cooldown: 20 / 18 / 16 / 14 / 12 seconds
Magic Damage: 85 / 125 / 165 / 205 / 245 (+0.6 per ability power)"
"Ethereal Chains"	"LeBlanc"	""	"(Active): LeBlanc flings illusionary chains in a line towards a target location. If it hits an enemy unit, it will deal initial magic damage and leash to it, slowing their movement speed by 25% while the leash remains. If the target remains leashed after 2 seconds, the target takes additional magic damage and is snared for a few seconds.
Cost: 80 mana
Cooldown: 10 seconds
Range: 950
Leash Range: 1000


Initial Magic Damage: 40 / 65 / 90 / 115 / 140 (+0.5 per ability power)
Delayed Magic Damage: 40 / 65 / 90 / 115 / 140 (+0.5 per ability power)
Snare Duration: 1 / 1.3 / 1.6 / 1.9 / 2.2 second(s)"
"Mimic"	"LeBlanc"	""	"(Active): LeBlanc casts the previous spell she cast. The mimicked spell deals significantly increased damage.
Cost: 100 / 50 / 0 mana
Cooldown: 40 / 32 / 24 seconds
Damage Increase: 10 / 25 / 40 %"
"Sunlight"	"Leona"	"Champion Passive"	"(Innate): Leona's spells charge any enemy unit damaged with Sunlight for 3.5 seconds. When allied champions deal any damage to those targets they consume the Sunlight debuff to deal 20 /  35 /  50 /  65 /  80 / 95 /  110 /  125 /  140 additional magic damage. This additional damage is counted as the ally's damage and it will benefit from their magic penetration. Leona is unable to activate the additional damage herself."
"Shield of Daybreak"	"Leona"	""	"(Active): Leona's next autoattack will deal additional magic damage and stun the target for 1.25 seconds.
Cost: 45 / 50 / 55 / 60 / 65 mana
Cooldown: 11 / 10 / 9 / 8 / 7 seconds
Magic Damage: 40 / 70 / 100 / 130 / 160 (+0.3 per ability power)"
"Eclipse"	"Leona"	""	"(Active): Leona raises her shield to gain bonus armor and magic resistance for 3 seconds.  When the effect ends she deals magic damage to nearby enemies. If any enemy was damaged by Eclipse, the defense buff is prolonged for an additional 3 seconds.
Cost: 60 mana
Cooldown: 14 seconds
Radius:


Armor &amp; Magic Resist Bonus: 30 / 40 / 50 / 60 / 70
Magic Damage: 60 / 110 / 160 / 210 / 260 (+0.4 per ability power)"
"Zenith Blade"	"Leona"	""	"(Active): Leona projects a solar image of her sword, which deals magic damage to all enemies in a line. When the image fades, the last enemy champion struck will be immobilized for 0.5 seconds and Leona will dash to them.
Cost: 60 mana
Range: 700


Cooldown: 13 / 12 / 11 / 10 / 9 seconds
Magic Damage: 60 / 100 / 140 / 180 / 220 (+0.4 per ability power)"
"Solar Flare"	"Leona"	""	"(Active): Leona calls down a beam of solar energy to a target location. After a brief delay, it deals magic damage to all enemies in it and slows them by 80% for 1.5 seconds. Enemies in the center of the area are stunned instead of slowed.
Range to Center of AoE: 1200
Radius of Damaging AoE: 250
Radius of Stun AoE: 100
Radius of Sight AoE: 700


Cost: 100 / 150 / 200 mana
Cooldown: 90 / 75 / 60 seconds
Magic Damage: 150 / 250 / 350 (+0.8 per ability power)"
"Illumination"	"Lux"	"Champion Passive"	"(Innate): Lux's damaging spells charge the enemies hit with energy for 6 seconds. Lux's next attack will ignite the energy, dealing 10 + (10 x level) magic damage to the target."
"Light Binding"	"Lux"	""	"(Active): Lux releases a sphere of light in a line, dealing magic damage to the first enemy it touches and half that damage to a second nearby unit. Additionally, the first unit struck is immobilized for 2 seconds, and the second unit for 1 second.
Range: 1000


Cost: 60 / 75 / 90 / 105 / 120 mana
Cooldown: 15 / 14 / 13 / 12 / 11 seconds
Magic Damage: 60 / 110 / 160 / 210 / 260 (+0.7 per ability power)"
"Prismatic Barrier"	"Lux"	""	"(Active): Lux throws her wand to a target location and back, bending the light around herself and any friendly champions it touches, shielding them from damage for 3 seconds.
Cost: 60 mana
Range: 1000
Missile speed: 1400


Cooldown: 14 / 13 / 12 / 11 / 10 seconds
Shield Strength: 80 / 105 / 130 / 155 / 180 (+0.35 per ability power)"
"Lucent Singularity"	"Lux"	""	"(Active): Lux sends an anomaly of twisted light to a target area, which slows enemies on the zone. The zone will deal magic damage to the enemies on the area upon detonation. The zone will detonate itself after 5 seconds or it can be detonated early by Lux.
Cooldown: 9 seconds after the area has been detonated
Range to Center of AoE: 1100
Radius of Damage AoE: 350
Radius of Sight AoE: 575 (estimate)


Cost: 70 / 85 / 100 / 115 / 130 mana
Slow: 20 / 24 / 28 / 32 / 36 %
Magic Damage: 60 / 105 / 150 / 195 / 240 (+0.6 per ability power)"
"Finales Funkeln"	"Lux"	""	"(Active): After gathering energy for half a second, Lux will fire a broad and long-range beam of light in a line that  will instantly deal magic damage to all enemies in the area. In addition, the beam will trigger Lux's innate ability and re-apply the Illumination debuff again.
Range: 3000


Cost: 100 / 150 / 200 mana
Cooldown: 80 / 60 / 40 seconds
Magic Damage: 300 / 400 / 500 (+0.75 per ability power)"
"Soul Siphon"	"Morgana"	"Champion Passive"	"(Innate): Morgana is granted 10 /  20 /  30% spell vamp."
"Dark Binding"	"Morgana"	""	"(Active): Morgana releases a sphere of dark magic. Upon contact with an enemy unit, the sphere will deal damage and force the unit to the ground, making it unable to move.
Cooldown: 11 seconds
Range: 1300


Cost: 60 / 75 / 90 / 105 / 120 mana
Magic Damage: 80 / 135 / 190 / 245 / 300 (+0.9 per ability power)
Duration: 2 / 2.25 / 2.5 / 2.75 / 3 seconds"
"Tormented Soil"	"Morgana"	""	"(Active): Infects an area with desecrated soil for 5 seconds, causing enemy units who stand on the location to take magic damage and lose magic resistance every second they are standing on the area.
Cooldown: 10 seconds
Range to Center of AoE: 900
Radius of AoE: 350


Cost: 70 / 85 / 100 / 115 / 130 mana
Magic Damage Per Second: 25 / 40 / 55 / 70 / 85 (+0.2 per ability power)
Magic Resistance Reduction: 4 / 5 / 6 / 7 / 8 per second"
"Black Shield"	"Morgana"	""	"(Active): Places a shield around target friendly champion, absorbing magic damage and preventing disables while the shield holds.
Lasts 5 seconds or until the shield is broken.

Cost: 50 mana
Cooldown: 15 seconds
Range: 600


Shield Strength: 95 / 160 / 225 / 290 / 355 (+0.7 per ability power)"
"Soul Shackles"	"Morgana"	""	"(Active): Morgana Latches chains of energy onto nearby enemy champions, dealing initial damage to them after a brief delay of 0.5 seconds, and slowing their movement speed by 20% for up to 3 seconds. If the target(s) stay in range for the full duration of the slow, they are dealt the same magic damage again and are stunned for 1.5 seconds.
Range for activating: 600
Max range after activation: 1000


Cost: 100 / 150 / 200 mana
Cooldown: 120 / 110 / 100 seconds
Magic Damage: 175 / 250 / 325 (+0.8 per ability power)"
"Spiked Shell"	"Rammus"	"Champion Passive"	"(Innate): Rammus receives 25% of his total armor as bonus attack damage."
"Powerball"	"Rammus"	""	"(Active): Rammus enters a rolling ball state for up to 7 seconds, increasing his movement speed by 30% and then continues accelerating. Upon impacting with an enemy, all nearby enemies will be knocked back for an instant and be dealt magic damage. Additionally, targets affected by the impact will be slowed for 3 seconds.
Cooldown: 10 seconds
Impact radius: 200 (estimate)
Knock back distance: 100 (estimate)


Cost: 80 / 90 / 100 / 110 / 120 mana
Magic Damage: 100 / 150 / 200 / 250 / 300 (+1.0 per ability power)
Slow: 20 / 25 / 30 / 35 / 40 %"
"Defensive Ball Curl"	"Rammus"	""	"(Active): Rammus enter a defensive stance for 6 seconds, vastly increasing his armor and magic resistance and returning magic damage for each autoattack that enemies use on him.
Cost: 50 mana.
Cooldown: 14 seconds.


Armor &amp; Magic Resist Bonus: 50 / 75 / 100 / 125 / 150
Magic Damage Returned: 15 / 25 / 35 / 45 / 55 (+10% of total armor)"
